RPeakID,RPeakTime,ParticipantID
53,36.419,32
54,37.12,32
55,37.846,32
56,38.57,32
57,39.253,32
58,39.902,32
59,40.551,32
60,41.214,32
61,41.909,32
62,42.586,32
63,43.254,32
64,43.943,32
65,44.626,32
66,45.292,32
67,45.95,32
68,46.618,32
69,47.29,32
70,47.97,32
71,48.617,32
72,49.271,32
73,49.959,32
74,50.661,32
75,51.343,32
76,52.026,32
77,52.719,32
78,53.414,32
79,54.072,32
80,54.749,32
81,55.456,32
82,56.179,32
83,56.919,32
84,57.64,32
85,58.313,32
86,58.976,32
87,59.748,32
88,60.487,32
89,61.23,32
90,61.953,32
91,62.672,32
92,63.35,32
93,64.035,32
94,64.755,32
95,65.516,32
96,66.313,32
97,67.096,32
98,67.861,32
1,0.01,33
2,0.472,33
3,1.3,33
4,2.082,33
5,2.817,33
6,3.531,33
7,4.218,33
8,4.9,33
9,5.574,33
10,6.259,33
11,6.951,33
12,7.651,33
13,8.36,33
14,9.023,33
15,9.658,33
16,10.286,33
17,10.904,33
18,11.538,33
19,12.187,33
20,12.854,33
21,13.54,33
22,14.24,33
23,14.935,33
24,15.604,33
25,16.253,33
26,16.906,33
27,17.579,33
28,18.251,33
29,18.938,33
30,19.615,33
31,20.297,33
32,20.977,33
33,21.66,33
34,22.357,33
35,23.042,33
36,23.708,33
37,24.333,33
38,24.939,33
39,25.537,33
40,26.119,33
41,26.701,33
42,27.295,33
43,27.897,33
44,28.516,33
45,29.137,33
46,29.764,33
47,30.39,33
48,31.03,33
49,31.69,33
50,32.355,33
51,32.999,33
52,33.648,33
53,34.31,33
54,34.987,33
55,35.64,33
56,36.269,33
57,36.891,33
58,37.522,33
59,38.161,33
60,38.804,33
61,39.442,33
62,40.071,33
63,40.719,33
64,41.381,33
65,42.035,33
66,42.676,33
67,43.322,33
68,43.993,33
69,44.673,33
70,45.351,33
71,46.005,33
72,46.649,33
73,47.287,33
74,47.914,33
75,48.544,33
76,49.168,33
77,49.793,33
78,50.421,33
79,51.056,33
80,51.685,33
81,52.321,33
82,52.977,33
83,53.632,33
84,54.266,33
85,54.894,33
86,55.508,33
87,56.121,33
88,56.719,33
89,57.309,33
90,57.885,33
91,58.458,33
92,59.04,33
93,59.644,33
94,60.275,33
95,60.902,33
96,61.537,33
1,0.147,34
2,0.876,34
3,1.559,34
4,2.224,34
5,2.909,34
6,3.603,34
7,4.302,34
8,5.023,34
9,5.756,34
10,6.479,34
11,7.191,34
12,7.899,34
13,8.553,34
14,9.226,34
15,9.909,34
16,10.593,34
17,11.287,34
18,12.036,34
19,12.772,34
20,13.541,34
21,14.314,34
22,15.065,34
23,15.818,34
24,16.561,34
25,17.3,34
26,18.033,34
27,18.776,34
28,19.485,34
29,20.225,34
30,20.928,34
31,21.635,34
32,22.339,34
33,23.014,34
34,23.694,34
35,24.38,34
36,25.054,34
37,25.736,34
38,26.41,34
39,27.063,34
40,27.751,34
41,28.425,34
42,29.109,34
43,29.816,34
44,30.515,34
45,31.196,34
46,31.882,34
47,32.571,34
48,33.258,34
49,33.948,34
50,34.637,34
51,35.309,34
52,35.997,34
53,36.693,34
54,37.376,34
55,38.071,34
56,38.787,34
57,39.467,34
58,40.132,34
59,40.812,34
60,41.477,34
61,42.122,34
62,42.787,34
63,43.446,34
64,44.084,34
65,44.724,34
66,45.378,34
67,46.027,34
68,46.675,34
69,47.347,34
70,48.025,34
71,48.703,34
72,49.401,34
73,50.094,34
74,50.76,34
75,51.45,34
76,52.159,34
77,52.827,34
78,53.508,34
79,54.194,34
80,54.881,34
81,55.579,34
82,56.279,34
83,56.968,34
84,57.692,34
85,58.434,34
86,59.144,34
87,59.865,34
88,60.571,34
89,61.261,34
90,61.782,34
1,0.247,35
2,0.826,35
3,1.425,35
4,2.06,35
5,2.736,35
6,3.442,35
7,4.135,35
8,4.817,35
9,5.466,35
10,6.093,35
11,6.697,35
12,7.295,35
13,7.885,35
14,8.47,35
15,9.038,35
16,9.602,35
17,10.163,35
18,10.726,35
19,11.3,35
20,11.886,35
21,12.477,35
22,13.075,35
23,13.69,35
24,14.33,35
25,14.985,35
26,15.62,35
27,16.218,35
28,16.802,35
29,17.382,35
30,17.964,35
31,18.559,35
32,19.155,35
33,19.734,35
34,20.308,35
35,20.875,35
36,21.45,35
37,22.035,35
38,22.645,35
39,23.266,35
40,23.913,35
41,24.542,35
42,25.148,35
43,25.755,35
44,26.363,35
45,26.975,35
46,27.574,35
47,28.159,35
48,28.734,35
49,29.299,35
50,29.857,35
51,30.409,35
52,30.959,35
53,31.517,35
54,32.087,35
55,32.666,35
56,33.247,35
57,33.837,35
58,34.424,35
59,35.012,35
60,35.59,35
61,36.171,35
62,36.753,35
63,37.333,35
64,37.909,35
65,38.489,35
66,39.07,35
67,39.667,35
68,40.269,35
69,40.861,35
70,41.441,35
71,42.024,35
72,42.624,35
73,43.236,35
74,43.839,35
75,44.433,35
76,45.015,35
77,45.595,35
78,46.19,35
79,46.816,35
80,47.475,35
81,48.155,35
82,48.82,35
83,49.438,35
84,50.029,35
85,50.599,35
86,51.163,35
87,51.722,35
88,52.283,35
89,52.855,35
90,53.441,35
91,54.027,35
92,54.603,35
93,55.174,35
94,55.758,35
95,56.362,35
96,56.97,35
97,57.578,35
98,58.177,35
99,58.787,35
100,59.408,35
101,60.012,35
102,60.611,35
103,61.207,35
104,61.802,35
105,62.486,35
1,0.2,36
2,0.687,36
3,1.573,36
4,2.365,36
5,3.155,36
6,3.944,36
7,4.738,36
8,5.52,36
9,6.335,36
10,7.193,36
11,8.066,36
12,8.937,36
13,9.736,36
14,10.526,36
15,11.34,36
16,12.155,36
17,12.998,36
18,13.797,36
19,14.625,36
20,15.489,36
21,16.372,36
22,17.232,36
23,18.03,36
24,18.869,36
25,19.73,36
26,20.612,36
27,21.487,36
28,22.288,36
29,23.104,36
30,23.936,36
31,24.776,36
32,25.602,36
33,26.402,36
34,27.233,36
35,28.085,36
36,28.934,36
37,29.726,36
38,30.525,36
39,31.343,36
40,32.171,36
41,32.96,36
42,33.724,36
43,34.52,36
44,35.356,36
45,36.202,36
46,36.98,36
47,37.774,36
48,38.579,36
49,39.394,36
50,40.187,36
51,40.921,36
52,41.677,36
53,42.468,36
54,43.281,36
55,44.06,36
56,44.858,36
57,45.698,36
58,46.565,36
59,47.383,36
60,48.15,36
61,48.917,36
62,49.71,36
63,50.513,36
64,51.296,36
65,52.036,36
66,52.802,36
67,53.585,36
68,54.396,36
69,55.171,36
70,55.945,36
71,56.737,36
72,57.547,36
73,58.338,36
74,59.08,36
75,59.87,36
76,60.567,36
1,0.014,37
2,0.587,37
3,1.149,37
4,1.697,37
5,2.251,37
6,2.808,37
7,3.4,37
8,4.048,37
9,4.775,37
10,5.52,37
11,6.262,37
12,7.003,37
13,7.739,37
14,8.464,37
15,9.156,37
16,9.845,37
17,10.518,37
18,11.17,37
19,11.806,37
20,12.427,37
21,13.042,37
22,13.649,37
23,14.24,37
24,14.831,37
25,15.42,37
26,16.009,37
27,16.602,37
28,17.201,37
29,17.823,37
30,18.472,37
31,19.129,37
32,19.793,37
33,20.462,37
34,21.133,37
35,21.798,37
36,22.45,37
37,23.093,37
38,23.731,37
39,24.358,37
40,24.974,37
41,25.593,37
42,26.213,37
43,26.837,37
44,27.463,37
45,28.101,37
46,28.749,37
47,29.399,37
48,30.04,37
49,30.68,37
50,31.32,37
51,31.95,37
52,32.575,37
53,33.195,37
54,33.81,37
55,34.421,37
56,35.034,37
57,35.65,37
58,36.277,37
59,36.908,37
60,37.542,37
61,38.181,37
62,38.832,37
63,39.483,37
64,40.133,37
65,40.784,37
66,41.431,37
67,42.064,37
68,42.692,37
69,43.312,37
70,43.926,37
71,44.535,37
72,45.137,37
73,45.74,37
74,46.352,37
75,46.974,37
76,47.603,37
77,48.251,37
78,48.915,37
79,49.578,37
80,50.233,37
81,50.882,37
82,51.534,37
83,52.18,37
84,52.806,37
85,53.427,37
86,54.048,37
87,54.664,37
88,55.269,37
89,55.868,37
90,56.47,37
91,57.087,37
92,57.716,37
93,58.346,37
94,58.979,37
95,59.62,37
96,60.259,37
97,60.888,37
98,61.388,37
99,61.942,37
1,0.471,38
2,1.038,38
3,1.591,38
4,2.13,38
5,2.671,38
6,3.206,38
7,3.76,38
8,4.321,38
9,4.882,38
10,5.436,38
11,5.99,38
12,6.554,38
13,7.125,38
14,7.715,38
15,8.309,38
16,8.893,38
17,9.459,38
18,10.023,38
19,10.591,38
20,11.164,38
21,11.749,38
22,12.335,38
23,12.892,38
24,13.447,38
25,14.008,38
26,14.576,38
27,15.132,38
28,15.673,38
29,16.204,38
30,16.743,38
31,17.281,38
32,17.826,38
33,18.395,38
34,18.986,38
35,19.605,38
36,20.229,38
37,20.816,38
38,21.385,38
39,21.948,38
40,22.518,38
41,23.102,38
42,23.686,38
43,24.261,38
44,24.827,38
45,25.388,38
46,25.958,38
47,26.551,38
48,27.151,38
49,27.738,38
50,28.314,38
51,28.893,38
52,29.484,38
53,30.084,38
54,30.684,38
55,31.254,38
56,31.813,38
57,32.364,38
58,32.911,38
59,33.457,38
60,34.002,38
61,34.543,38
62,35.081,38
63,35.635,38
64,36.213,38
65,36.827,38
66,37.456,38
67,38.049,38
68,38.644,38
69,39.246,38
70,39.845,38
71,40.436,38
72,41.004,38
73,41.562,38
74,42.113,38
75,42.662,38
76,43.215,38
77,43.783,38
78,44.354,38
79,44.936,38
80,45.531,38
81,46.163,38
82,46.835,38
83,47.517,38
84,48.138,38
85,48.737,38
86,49.322,38
87,49.902,38
88,50.484,38
89,51.049,38
90,51.602,38
91,52.151,38
92,52.696,38
93,53.245,38
94,53.792,38
95,54.334,38
96,54.874,38
97,55.429,38
98,56.001,38
99,56.59,38
100,57.156,38
101,57.719,38
102,58.29,38
103,58.864,38
104,59.447,38
105,60.028,38
106,60.595,38
107,61.156,38
108,61.712,38
109,62.258,38
110,62.797,38
111,63.326,38
112,63.852,38
113,64.649,38
1,0.123,39
2,0.865,39
3,1.603,39
4,2.339,39
5,3.064,39
6,3.784,39
7,4.499,39
8,5.217,39
9,5.931,39
10,6.653,39
11,7.378,39
12,8.112,39
13,8.842,39
14,9.573,39
15,10.296,39
16,11.015,39
17,11.73,39
18,12.434,39
19,13.119,39
20,13.795,39
21,14.458,39
22,15.105,39
23,15.748,39
24,16.385,39
25,17.012,39
26,17.632,39
27,18.248,39
28,18.865,39
29,19.477,39
30,20.084,39
31,20.685,39
32,21.165,39
33,21.904,39
34,22.51,39
35,23.103,39
36,23.694,39
37,24.229,39
38,24.875,39
39,25.464,39
40,26.063,39
41,26.663,39
42,27.273,39
43,27.894,39
44,28.523,39
45,29.16,39
46,29.794,39
47,30.427,39
48,31.057,39
49,31.678,39
50,32.292,39
51,32.908,39
52,33.515,39
53,34.119,39
54,34.727,39
55,35.334,39
56,35.931,39
57,36.524,39
58,37.111,39
59,37.708,39
60,38.292,39
61,38.869,39
62,39.441,39
63,40.009,39
64,40.589,39
65,41.166,39
66,41.746,39
67,42.324,39
68,42.907,39
69,43.502,39
70,44.039,39
71,44.728,39
72,45.366,39
73,46.001,39
74,46.642,39
75,47.293,39
76,47.953,39
77,48.608,39
78,49.261,39
79,49.92,39
80,50.575,39
81,51.22,39
82,51.863,39
83,52.507,39
84,53.148,39
85,53.789,39
86,54.423,39
87,55.07,39
88,55.714,39
89,56.355,39
90,56.991,39
91,57.633,39
92,58.273,39
93,58.916,39
94,59.551,39
95,60.181,39
96,60.82,39
97,61.456,39
98,62.099,39
99,62.746,39
100,63.395,39
101,64.042,39
102,64.697,39
1,0.399,40
2,1.291,40
3,2.144,40
4,3.026,40
5,3.909,40
6,4.746,40
7,5.638,40
8,6.543,40
9,7.407,40
10,8.296,40
11,9.199,40
12,10.056,40
13,10.933,40
14,11.799,40
15,12.637,40
16,13.498,40
17,14.393,40
18,15.254,40
19,15.708,40
20,16.164,40
21,17.094,40
22,17.98,40
23,18.881,40
24,19.791,40
25,20.633,40
26,21.498,40
27,22.376,40
28,23.224,40
29,24.096,40
30,24.929,40
31,25.705,40
32,26.482,40
33,27.272,40
34,28.089,40
35,28.871,40
36,29.68,40
37,30.508,40
38,31.335,40
39,32.148,40
40,32.967,40
41,33.77,40
42,34.567,40
43,35.378,40
44,36.193,40
45,36.973,40
46,37.767,40
47,38.569,40
48,39.344,40
49,40.126,40
50,40.926,40
51,41.724,40
52,42.505,40
53,43.308,40
54,44.1,40
55,44.866,40
56,45.64,40
57,46.419,40
58,47.169,40
59,47.921,40
60,48.674,40
61,49.418,40
62,50.157,40
63,50.929,40
64,51.706,40
65,52.465,40
66,53.261,40
67,54.084,40
68,54.86,40
69,55.658,40
70,56.454,40
71,57.211,40
72,57.964,40
73,58.721,40
74,59.45,40
75,60.186,40
76,60.936,40
1,0.321,41
2,0.993,41
3,1.618,41
4,2.203,41
5,2.746,41
6,3.308,41
7,3.853,41
8,4.41,41
9,4.981,41
10,5.607,41
11,6.267,41
12,6.934,41
13,7.587,41
14,8.226,41
15,8.846,41
16,9.464,41
17,10.06,41
18,10.652,41
19,11.246,41
20,11.842,41
21,12.424,41
22,13.017,41
23,13.623,41
24,14.212,41
25,14.797,41
26,15.389,41
27,15.977,41
28,16.556,41
29,17.133,41
30,17.724,41
31,18.315,41
32,18.894,41
33,19.469,41
34,20.044,41
35,20.614,41
36,21.173,41
37,21.73,41
38,22.278,41
39,22.844,41
40,23.419,41
41,23.991,41
42,24.577,41
43,25.184,41
44,25.777,41
45,26.358,41
46,26.943,41
47,27.52,41
48,28.086,41
49,28.644,41
50,29.208,41
51,29.773,41
52,30.327,41
53,30.874,41
54,31.42,41
55,31.972,41
56,32.528,41
57,33.1,41
58,33.682,41
59,34.308,41
60,34.94,41
61,35.571,41
62,36.205,41
63,36.827,41
64,37.423,41
65,38.013,41
66,38.599,41
67,39.179,41
68,39.75,41
69,40.32,41
70,40.895,41
71,41.475,41
72,42.052,41
73,42.645,41
74,43.257,41
75,43.87,41
76,44.471,41
77,45.076,41
78,45.68,41
79,46.275,41
80,46.854,41
81,47.426,41
82,47.994,41
83,48.557,41
84,49.112,41
85,49.659,41
86,50.202,41
87,50.753,41
88,51.345,41
89,51.967,41
90,52.571,41
91,53.176,41
92,53.787,41
93,54.391,41
94,54.98,41
95,55.555,41
96,56.114,41
97,56.664,41
98,57.198,41
99,57.73,41
100,58.277,41
101,58.899,41
102,59.524,41
103,60.157,41
104,60.811,41
105,61.332,41
106,61.909,41
1,0.148,42
2,0.718,42
3,1.543,42
4,2.379,42
5,3.198,42
6,4.035,42
7,4.915,42
8,5.763,42
9,6.598,42
10,7.449,42
11,8.303,42
12,9.119,42
13,9.954,42
14,10.793,42
15,11.606,42
16,12.378,42
17,13.152,42
18,13.933,42
19,14.72,42
20,15.534,42
21,16.363,42
22,17.171,42
23,18,42
24,18.831,42
25,19.636,42
26,20.435,42
27,21.225,42
28,22.036,42
29,22.893,42
30,23.747,42
31,24.579,42
32,25.396,42
33,26.203,42
34,27.004,42
35,27.784,42
36,28.563,42
37,29.341,42
38,30.106,42
39,30.855,42
40,31.613,42
41,32.386,42
42,33.174,42
43,33.97,42
44,34.799,42
45,35.645,42
46,36.491,42
47,37.333,42
48,38.171,42
49,38.985,42
50,39.8,42
51,40.62,42
52,41.42,42
53,42.227,42
54,43.058,42
55,43.888,42
56,44.717,42
57,45.563,42
58,46.376,42
59,47.164,42
60,47.979,42
61,48.793,42
62,49.612,42
63,50.438,42
64,51.254,42
65,52.054,42
66,52.857,42
67,53.667,42
68,54.472,42
69,55.277,42
70,56.112,42
71,56.942,42
72,57.739,42
73,58.562,42
74,59.394,42
75,60.213,42
76,61.064,42
77,61.922,42
78,62.384,42
79,62.982,42
1,0.384,43
2,1.149,43
3,1.828,43
4,2.465,43
5,3.095,43
6,3.757,43
7,4.458,43
8,5.164,43
9,5.908,43
10,6.676,43
11,7.415,43
12,8.109,43
13,8.776,43
14,9.43,43
15,10.076,43
16,10.743,43
17,11.425,43
18,12.138,43
19,12.872,43
20,13.623,43
21,14.386,43
22,15.129,43
23,15.849,43
24,16.537,43
25,17.18,43
26,17.8,43
27,18.412,43
28,19.024,43
29,19.64,43
30,20.271,43
31,20.908,43
32,21.55,43
33,22.206,43
34,22.891,43
35,23.586,43
36,24.26,43
37,24.902,43
38,25.525,43
39,26.147,43
40,26.788,43
41,27.449,43
42,28.126,43
43,28.811,43
44,29.473,43
45,30.12,43
46,30.759,43
47,31.395,43
48,32.042,43
49,32.678,43
50,33.324,43
51,33.964,43
52,34.606,43
53,35.248,43
54,35.898,43
55,36.555,43
56,37.219,43
57,37.895,43
58,38.579,43
59,39.239,43
60,39.873,43
61,40.502,43
62,41.148,43
63,41.843,43
64,42.552,43
65,43.238,43
66,43.892,43
67,44.54,43
68,45.185,43
69,45.844,43
70,46.515,43
71,47.168,43
72,47.798,43
73,48.426,43
74,49.054,43
75,49.694,43
76,50.343,43
77,51.003,43
78,51.677,43
79,52.358,43
80,53.042,43
81,53.711,43
82,54.372,43
83,55.026,43
84,55.665,43
85,56.304,43
86,56.951,43
87,57.624,43
88,58.283,43
89,58.925,43
90,59.547,43
91,60.164,43
92,60.782,43
93,61.419,43
94,61.96,43
1,0.072,44
2,0.536,44
3,1.159,44
4,1.799,44
5,2.398,44
6,3.019,44
7,3.686,44
8,4.378,44
9,5.043,44
10,5.65,44
11,6.24,44
12,6.875,44
13,7.566,44
14,8.246,44
15,8.923,44
16,9.599,44
17,10.254,44
18,10.889,44
19,11.485,44
20,12.083,44
21,12.683,44
22,13.307,44
23,13.969,44
24,14.602,44
25,15.251,44
26,15.9,44
27,16.591,44
28,17.272,44
29,17.909,44
30,18.55,44
31,19.166,44
32,19.774,44
33,20.396,44
34,21.022,44
35,21.652,44
36,22.281,44
37,22.905,44
38,23.506,44
39,24.093,44
40,24.683,44
41,25.286,44
42,25.907,44
43,26.54,44
44,27.166,44
45,27.775,44
46,28.385,44
47,28.985,44
48,29.581,44
49,30.19,44
50,30.79,44
51,31.395,44
52,32.005,44
53,32.596,44
54,33.179,44
55,33.772,44
56,34.394,44
57,35.074,44
58,35.752,44
59,36.391,44
60,37.079,44
61,37.754,44
62,38.448,44
63,39.075,44
64,39.698,44
65,40.313,44
66,40.922,44
67,41.532,44
68,42.121,44
69,42.726,44
70,43.332,44
71,43.946,44
72,44.551,44
73,45.17,44
74,45.777,44
75,46.374,44
76,46.953,44
77,47.552,44
78,48.161,44
79,48.788,44
80,49.402,44
81,50.004,44
82,50.608,44
83,51.231,44
84,51.871,44
85,52.499,44
86,53.108,44
87,53.713,44
88,54.322,44
89,54.93,44
90,55.517,44
91,56.105,44
92,56.705,44
93,57.314,44
94,57.91,44
95,58.524,44
96,59.145,44
97,59.768,44
98,60.373,44
99,60.963,44
100,61.561,44
101,62.179,44
102,62.803,44
103,63.407,44
104,63.99,44
105,64.484,44
1,0.345,45
2,0.9,45
3,1.457,45
4,2.018,45
5,2.588,45
6,3.181,45
7,3.83,45
8,4.622,45
9,5.358,45
10,6.071,45
11,6.758,45
12,7.407,45
13,8.027,45
14,8.639,45
15,9.234,45
16,9.823,45
17,10.419,45
18,11.012,45
19,11.602,45
20,12.182,45
21,12.76,45
22,13.338,45
23,13.909,45
24,14.477,45
25,15.045,45
26,15.613,45
27,16.174,45
28,16.734,45
29,17.297,45
30,17.863,45
31,18.426,45
32,18.99,45
33,19.557,45
34,20.12,45
35,20.685,45
36,21.243,45
37,21.81,45
38,22.37,45
39,22.923,45
40,23.484,45
41,24.04,45
42,24.597,45
43,25.145,45
44,25.695,45
45,26.242,45
46,26.789,45
47,27.335,45
48,27.88,45
49,28.424,45
50,28.97,45
51,29.516,45
52,30.067,45
53,30.619,45
54,31.168,45
55,31.718,45
56,32.271,45
57,32.827,45
58,33.384,45
59,33.939,45
60,34.49,45
61,35.037,45
62,35.584,45
63,36.133,45
64,36.678,45
65,37.219,45
66,37.76,45
67,38.298,45
68,38.838,45
69,39.373,45
70,39.908,45
71,40.447,45
72,40.984,45
73,41.526,45
74,42.066,45
75,42.61,45
76,43.159,45
77,43.711,45
78,44.264,45
79,44.813,45
80,45.365,45
81,45.918,45
82,46.467,45
83,47.013,45
84,47.559,45
85,48.104,45
86,48.645,45
87,49.181,45
88,49.717,45
89,50.254,45
90,50.793,45
91,51.333,45
92,51.872,45
93,52.426,45
94,52.993,45
95,53.573,45
96,54.145,45
97,54.701,45
98,55.286,45
99,55.86,45
100,56.434,45
101,57.003,45
102,57.562,45
103,58.119,45
104,58.674,45
105,59.225,45
106,59.773,45
107,60.312,45
108,60.857,45
109,61.399,45
110,61.942,45
111,62.482,45
112,63.022,45
113,63.567,45
1,0.222,46
2,0.704,46
3,1.407,46
4,2.084,46
5,2.748,46
6,3.412,46
7,4.089,46
8,4.771,46
9,5.466,46
10,6.192,46
11,6.926,46
12,7.67,46
13,8.429,46
14,9.183,46
15,9.936,46
16,10.707,46
17,11.441,46
18,12.148,46
19,12.827,46
20,13.498,46
21,14.194,46
22,14.907,46
23,15.581,46
24,16.254,46
25,16.922,46
26,17.59,46
27,18.301,46
28,19.026,46
29,19.749,46
30,20.456,46
31,21.172,46
32,21.884,46
33,22.578,46
34,23.233,46
35,23.89,46
36,24.529,46
37,25.162,46
38,25.794,46
39,26.423,46
40,27.052,46
41,27.691,46
42,28.331,46
43,28.958,46
44,29.598,46
45,30.245,46
46,30.895,46
47,31.566,46
48,32.232,46
49,32.883,46
50,33.53,46
51,34.174,46
52,34.808,46
53,35.428,46
54,36.055,46
55,36.685,46
56,37.327,46
57,37.974,46
58,38.633,46
59,39.286,46
60,39.915,46
61,40.553,46
62,41.197,46
63,41.843,46
64,42.497,46
65,43.167,46
66,43.84,46
67,44.521,46
68,45.215,46
69,45.884,46
70,46.563,46
71,47.269,46
72,47.938,46
73,48.614,46
74,49.282,46
75,49.954,46
76,50.635,46
77,51.341,46
78,52.044,46
79,52.751,46
80,53.465,46
81,54.147,46
82,54.823,46
83,55.501,46
84,56.171,46
85,56.833,46
86,57.499,46
87,58.17,46
88,58.841,46
89,59.537,46
90,60.217,46
91,60.877,46
92,61.531,46
93,62.199,46
94,62.873,46
95,63.58,46
1,0.023,48
2,0.559,48
3,1.014,48
4,1.552,48
5,2.021,48
6,2.512,48
7,3.133,48
8,3.87,48
9,4.356,48
10,5.052,48
11,5.787,48
12,6.293,48
13,6.801,48
14,7.457,48
15,8.33,48
16,9.015,48
17,9.595,48
18,10.114,48
19,10.593,48
20,11.303,48
21,12.146,48
22,12.733,48
23,13.292,48
24,13.802,48
25,14.257,48
26,14.736,48
27,15.601,48
28,16.304,48
29,16.824,48
30,17.297,48
31,18.077,48
32,18.744,48
33,19.321,48
34,20.141,48
35,20.624,48
36,21.131,48
37,21.684,48
38,22.144,48
39,22.685,48
40,23.562,48
41,24.278,48
42,24.906,48
43,25.764,48
44,26.526,48
45,27.241,48
46,27.947,48
47,28.465,48
48,29.126,48
49,29.854,48
50,30.451,48
51,30.944,48
52,31.623,48
53,32.442,48
54,32.986,48
55,33.842,48
56,34.627,48
57,35.251,48
58,35.859,48
59,36.447,48
60,36.938,48
61,37.826,48
62,38.719,48
63,39.255,48
64,39.748,48
65,40.271,48
66,40.958,48
67,41.496,48
68,42.03,48
69,42.483,48
70,42.943,48
71,43.685,48
72,44.152,48
73,44.648,48
74,45.419,48
75,45.879,48
76,46.583,48
77,47.25,48
78,47.856,48
79,48.609,48
80,49.431,48
81,49.993,48
82,50.553,48
83,51.122,48
84,51.808,48
85,52.273,48
86,52.96,48
87,53.683,48
88,54.141,48
89,54.776,48
90,55.287,48
91,56.152,48
92,56.63,48
93,57.174,48
94,57.792,48
95,58.65,48
96,59.152,48
97,59.665,48
98,60.187,48
99,60.734,48
100,61.411,48
101,61.913,48
102,62.439,48
103,63.253,48
104,63.72,48
105,64.344,48
106,65.084,48
107,65.579,48
108,66.135,48
109,66.722,48
110,67.254,48
111,67.856,48
112,68.308,48
113,68.806,48
114,69.286,48
115,69.857,48
1,0.489,49
2,1.119,49
3,1.741,49
4,2.363,49
5,2.992,49
6,3.616,49
7,4.243,49
8,4.871,49
9,5.506,49
10,6.153,49
11,6.775,49
12,7.388,49
13,8.016,49
14,8.649,49
15,9.291,49
16,9.928,49
17,10.551,49
18,11.187,49
19,11.821,49
20,12.446,49
21,13.084,49
22,13.715,49
23,14.339,49
24,14.987,49
25,15.632,49
26,16.267,49
27,16.904,49
28,17.532,49
29,18.152,49
30,18.777,49
31,19.398,49
32,20.018,49
33,20.659,49
34,21.295,49
35,21.93,49
36,22.585,49
37,23.251,49
38,23.905,49
39,24.544,49
40,25.201,49
41,25.855,49
42,26.497,49
43,27.141,49
44,27.787,49
45,28.433,49
46,29.067,49
47,29.714,49
48,30.366,49
49,31.015,49
50,31.658,49
51,32.33,49
52,32.992,49
53,33.642,49
54,34.292,49
55,34.943,49
56,35.581,49
57,36.23,49
58,36.884,49
59,37.531,49
60,38.178,49
61,38.837,49
62,39.496,49
63,40.144,49
64,40.775,49
65,41.398,49
66,42.025,49
67,42.667,49
68,43.315,49
69,43.961,49
70,44.608,49
71,45.262,49
72,45.915,49
73,46.562,49
74,47.195,49
75,47.831,49
76,48.465,49
77,49.09,49
78,49.721,49
79,50.362,49
80,51.018,49
81,51.682,49
82,52.338,49
83,53.002,49
84,53.678,49
85,54.34,49
86,54.992,49
87,55.616,49
88,56.245,49
89,56.857,49
90,57.459,49
91,58.054,49
92,58.668,49
93,59.292,49
94,59.936,49
95,60.575,49
96,61.245,49
97,61.918,49
98,62.58,49
99,63.249,49
100,63.973,49
1,0.143,50
2,0.656,50
3,1.177,50
